País,sexo,nivel_laboral,año,prom_ganancias,moneda,note_source.label
Estonia,Hombres,Directores y gerentes,2014,11.86,Currency: EST - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Hombres,Profesionales científicos e intelectuales,2014,9.4,Currency: EST - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Hombres,Técnicos y profesionales de nivel medio,2014,7.91,Currency: EST - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Hombres,Personal de apoyo administrativo,2014,5.7,Currency: EST - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Hombres,Trabajadores de los servicios y vendedores de comercios y mercados,2014,4.09,Currency: EST - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Hombres,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,5.19,Currency: EST - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Hombres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,6.1,Currency: EST - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Hombres,Operadores de instalaciones y máquinas y ensambladores,2014,5.52,Currency: EST - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Hombres,Ocupaciones elementales,2014,4.17,Currency: EST - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Mujeres,Total,2014,4.95,Currency: EST - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Mujeres,Directores y gerentes,2014,8.82,Currency: EST - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Mujeres,Profesionales científicos e intelectuales,2014,6.68,Currency: EST - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Mujeres,Técnicos y profesionales de nivel medio,2014,5.69,Currency: EST - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Mujeres,Personal de apoyo administrativo,2014,4.62,Currency: EST - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Mujeres,Trabajadores de los servicios y vendedores de comercios y mercados,2014,3.44,Currency: EST - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Mujeres,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,3.64,Currency: EST - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Mujeres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,4.0,Currency: EST - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Mujeres,Operadores de instalaciones y máquinas y ensambladores,2014,4.1,Currency: EST - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Mujeres,Ocupaciones elementales,2014,3.05,Currency: EST - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Finland,Total,Total,2014,19.44,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Total,Directores y gerentes,2014,37.4,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Total,Profesionales científicos e intelectuales,2014,26.05,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Total,Técnicos y profesionales de nivel medio,2014,20.11,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Total,Personal de apoyo administrativo,2014,16.18,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Total,Trabajadores de los servicios y vendedores de comercios y mercados,2014,14.65,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Total,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,14.17,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Total,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,17.63,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Total,Operadores de instalaciones y máquinas y ensambladores,2014,17.93,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Total,Ocupaciones elementales,2014,13.2,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Total,Ocupaciones militares,2014,25.97,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Total,No clasificado,2014,17.49,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Hombres,Total,2014,21.38,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Hombres,Directores y gerentes,2014,40.23,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Hombres,Profesionales científicos e intelectuales,2014,28.58,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Hombres,Técnicos y profesionales de nivel medio,2014,22.37,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Hombres,Personal de apoyo administrativo,2014,16.39,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Hombres,Trabajadores de los servicios y vendedores de comercios y mercados,2014,15.65,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Hombres,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,14.32,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Hombres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,17.81,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Hombres,Operadores de instalaciones y máquinas y ensambladores,2014,18.39,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Hombres,Ocupaciones elementales,2014,14.62,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Hombres,Ocupaciones militares,2014,26.12,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Hombres,No clasificado,2014,18.08,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Mujeres,Total,2014,17.76,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Mujeres,Directores y gerentes,2014,32.69,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Mujeres,Profesionales científicos e intelectuales,2014,23.96,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Mujeres,Técnicos y profesionales de nivel medio,2014,18.48,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Mujeres,Personal de apoyo administrativo,2014,16.1,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Mujeres,Trabajadores de los servicios y vendedores de comercios y mercados,2014,14.3,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Mujeres,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,14.0,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Mujeres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,15.53,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Mujeres,Operadores de instalaciones y máquinas y ensambladores,2014,15.86,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Mujeres,Ocupaciones elementales,2014,12.23,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Mujeres,Ocupaciones militares,2014,23.41,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Mujeres,No clasificado,2014,15.79,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: FIN - Euro (EUR),Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
France,Total,Total,2014,13.11,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Total,Directores y gerentes,2014,21.1,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Total,Profesionales científicos e intelectuales,2014,17.6,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Total,Técnicos y profesionales de nivel medio,2014,13.77,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Total,Personal de apoyo administrativo,2014,11.76,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Total,Trabajadores de los servicios y vendedores de comercios y mercados,2014,10.07,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Total,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,9.05,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Total,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,10.97,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Total,Operadores de instalaciones y máquinas y ensambladores,2014,11.1,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Total,Ocupaciones elementales,2014,9.74,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Total,Ocupaciones militares,2014,13.01,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Total,No clasificado,2014,13.68,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Hombres,Total,2014,13.9,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Hombres,Directores y gerentes,2014,22.02,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Hombres,Profesionales científicos e intelectuales,2014,18.35,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Hombres,Técnicos y profesionales de nivel medio,2014,14.45,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Hombres,Personal de apoyo administrativo,2014,12.12,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Hombres,Trabajadores de los servicios y vendedores de comercios y mercados,2014,10.91,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Hombres,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,9.09,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Hombres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,11.08,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Hombres,Operadores de instalaciones y máquinas y ensambladores,2014,11.41,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Hombres,Ocupaciones elementales,2014,10.01,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Hombres,Ocupaciones militares,2014,13.41,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Hombres,No clasificado,2014,14.54,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Mujeres,Total,2014,12.28,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Mujeres,Directores y gerentes,2014,19.26,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Mujeres,Profesionales científicos e intelectuales,2014,16.83,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Mujeres,Técnicos y profesionales de nivel medio,2014,13.04,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Mujeres,Personal de apoyo administrativo,2014,11.64,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Mujeres,Trabajadores de los servicios y vendedores de comercios y mercados,2014,9.68,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Mujeres,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,8.9,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Mujeres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,9.76,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Mujeres,Operadores de instalaciones y máquinas y ensambladores,2014,9.85,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Mujeres,Ocupaciones elementales,2014,9.6,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Mujeres,Ocupaciones militares,2014,10.42,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
France,Mujeres,No clasificado,2014,12.57,Currency: FRA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Total,Total,2014,14.12,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Total,Directores y gerentes,2014,20.6,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Total,Profesionales científicos e intelectuales,2014,19.57,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Total,Técnicos y profesionales de nivel medio,2014,14.5,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Total,Personal de apoyo administrativo,2014,11.24,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Total,Trabajadores de los servicios y vendedores de comercios y mercados,2014,8.88,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Total,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,9.41,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Total,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,12.4,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Total,Operadores de instalaciones y máquinas y ensambladores,2014,10.64,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Total,Ocupaciones elementales,2014,8.15,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Total,Ocupaciones militares,2014,18.87,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Total,No clasificado,2014,13.06,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Hombres,Total,2014,15.43,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Hombres,Directores y gerentes,2014,21.61,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Hombres,Profesionales científicos e intelectuales,2014,20.92,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Hombres,Técnicos y profesionales de nivel medio,2014,15.74,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Hombres,Personal de apoyo administrativo,2014,11.7,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Hombres,Trabajadores de los servicios y vendedores de comercios y mercados,2014,10.15,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Hombres,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,9.44,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Hombres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,12.58,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Hombres,Operadores de instalaciones y máquinas y ensambladores,2014,10.8,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Hombres,Ocupaciones elementales,2014,8.85,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Hombres,Ocupaciones militares,2014,18.65,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Hombres,No clasificado,2014,14.23,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Mujeres,Total,2014,12.74,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Mujeres,Directores y gerentes,2014,18.83,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Mujeres,Profesionales científicos e intelectuales,2014,18.14,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Mujeres,Técnicos y profesionales de nivel medio,2014,13.38,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Mujeres,Personal de apoyo administrativo,2014,11.02,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Mujeres,Trabajadores de los servicios y vendedores de comercios y mercados,2014,8.32,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Mujeres,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,9.01,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Mujeres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,9.78,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Mujeres,Operadores de instalaciones y máquinas y ensambladores,2014,9.51,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Mujeres,Ocupaciones elementales,2014,7.25,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Mujeres,Ocupaciones militares,2014,22.51,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United Kingdom,Mujeres,No clasificado,2014,9.98,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Greece,Total,Total,2014,9.48,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Total,Directores y gerentes,2014,18.8,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Total,Profesionales científicos e intelectuales,2014,12.89,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Total,Técnicos y profesionales de nivel medio,2014,10.45,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Total,Personal de apoyo administrativo,2014,8.43,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Total,Trabajadores de los servicios y vendedores de comercios y mercados,2014,6.52,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Total,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,6.72,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Total,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,8.99,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Total,Operadores de instalaciones y máquinas y ensambladores,2014,8.64,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Greece,Total,Ocupaciones elementales,2014,5.98,Currency: GRC - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
