País,sexo,nivel_laboral,año,prom_ganancias,moneda,note_source.label
Luxembourg,Mujeres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,13.57,Currency: LUX - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Luxembourg,Mujeres,Operadores de instalaciones y máquinas y ensambladores,2014,13.8,Currency: LUX - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Luxembourg,Mujeres,Ocupaciones elementales,2014,12.9,Currency: LUX - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Total,Total,2014,4.41,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Total,Directores y gerentes,2014,7.92,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Total,Profesionales científicos e intelectuales,2014,5.58,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Total,Técnicos y profesionales de nivel medio,2014,4.96,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Total,Personal de apoyo administrativo,2014,3.99,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Total,Trabajadores de los servicios y vendedores de comercios y mercados,2014,2.88,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Total,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,3.87,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Total,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,3.93,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Total,Operadores de instalaciones y máquinas y ensambladores,2014,3.83,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Total,Ocupaciones elementales,2014,2.67,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Hombres,Total,2014,4.89,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Hombres,Directores y gerentes,2014,8.73,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Hombres,Profesionales científicos e intelectuales,2014,7.16,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Hombres,Técnicos y profesionales de nivel medio,2014,5.8,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Hombres,Personal de apoyo administrativo,2014,4.44,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Hombres,Trabajadores de los servicios y vendedores de comercios y mercados,2014,3.35,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Hombres,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,4.88,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Hombres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,4.19,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Hombres,Operadores de instalaciones y máquinas y ensambladores,2014,3.91,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Hombres,Ocupaciones elementales,2014,3.0,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Mujeres,Total,2014,4.04,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Mujeres,Directores y gerentes,2014,7.19,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Mujeres,Profesionales científicos e intelectuales,2014,5.03,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Mujeres,Técnicos y profesionales de nivel medio,2014,4.46,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Mujeres,Personal de apoyo administrativo,2014,3.83,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Mujeres,Trabajadores de los servicios y vendedores de comercios y mercados,2014,2.74,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Mujeres,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,2.55,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Mujeres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,2.96,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Mujeres,Operadores de instalaciones y máquinas y ensambladores,2014,3.35,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Latvia,Mujeres,Ocupaciones elementales,2014,2.44,Currency: LVA - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Total,Total,2014,9.89,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Total,Directores y gerentes,2014,17.89,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Total,Profesionales científicos e intelectuales,2014,12.87,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Total,Técnicos y profesionales de nivel medio,2014,10.42,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Total,Personal de apoyo administrativo,2014,8.23,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Total,Trabajadores de los servicios y vendedores de comercios y mercados,2014,7.52,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Total,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,7.96,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Total,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,8.07,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Total,Operadores de instalaciones y máquinas y ensambladores,2014,7.6,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Total,Ocupaciones elementales,2014,6.38,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Hombres,Total,2014,10.35,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Hombres,Directores y gerentes,2014,19.14,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Hombres,Profesionales científicos e intelectuales,2014,13.84,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Hombres,Técnicos y profesionales de nivel medio,2014,10.82,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Hombres,Personal de apoyo administrativo,2014,8.18,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Hombres,Trabajadores de los servicios y vendedores de comercios y mercados,2014,7.57,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Hombres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,8.11,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Hombres,Operadores de instalaciones y máquinas y ensambladores,2014,7.78,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Hombres,Ocupaciones elementales,2014,6.68,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Mujeres,Total,2014,9.25,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Mujeres,Directores y gerentes,2014,15.02,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Mujeres,Profesionales científicos e intelectuales,2014,11.95,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Mujeres,Técnicos y profesionales de nivel medio,2014,9.75,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Mujeres,Personal de apoyo administrativo,2014,8.28,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Mujeres,Trabajadores de los servicios y vendedores de comercios y mercados,2014,7.48,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Mujeres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,7.48,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Mujeres,Operadores de instalaciones y máquinas y ensambladores,2014,7.09,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Mujeres,Ocupaciones elementales,2014,5.83,Currency: MLT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Total,Total,2014,4.07,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Total,Directores y gerentes,2014,8.68,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Total,Profesionales científicos e intelectuales,2014,5.58,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Total,Técnicos y profesionales de nivel medio,2014,4.59,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Total,Personal de apoyo administrativo,2014,3.3,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Total,Trabajadores de los servicios y vendedores de comercios y mercados,2014,2.48,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Total,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,3.46,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Total,Operadores de instalaciones y máquinas y ensambladores,2014,3.35,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Total,Ocupaciones elementales,2014,2.48,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Hombres,Total,2014,4.24,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Hombres,Directores y gerentes,2014,8.83,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Hombres,Profesionales científicos e intelectuales,2014,6.09,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Hombres,Técnicos y profesionales de nivel medio,2014,5.02,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Hombres,Personal de apoyo administrativo,2014,3.16,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Hombres,Trabajadores de los servicios y vendedores de comercios y mercados,2014,2.76,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Hombres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,3.47,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Hombres,Operadores de instalaciones y máquinas y ensambladores,2014,3.37,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Hombres,Ocupaciones elementales,2014,2.85,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Mujeres,Total,2014,3.91,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Mujeres,Directores y gerentes,2014,8.3,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Mujeres,Profesionales científicos e intelectuales,2014,5.35,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Mujeres,Técnicos y profesionales de nivel medio,2014,4.26,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Mujeres,Personal de apoyo administrativo,2014,3.43,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Mujeres,Trabajadores de los servicios y vendedores de comercios y mercados,2014,2.31,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Mujeres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,3.36,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Mujeres,Operadores de instalaciones y máquinas y ensambladores,2014,2.71,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Montenegro,Mujeres,Ocupaciones elementales,2014,2.21,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Total,Total,2014,17.51,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Total,Directores y gerentes,2014,31.18,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Total,Profesionales científicos e intelectuales,2014,23.86,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Total,Técnicos y profesionales de nivel medio,2014,19.5,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Total,Personal de apoyo administrativo,2014,15.43,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Total,Trabajadores de los servicios y vendedores de comercios y mercados,2014,12.71,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Total,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,12.04,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Total,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,15.74,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Total,Operadores de instalaciones y máquinas y ensambladores,2014,14.65,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Total,Ocupaciones elementales,2014,10.52,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Total,Ocupaciones militares,2014,16.82,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Hombres,Total,2014,19.1,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Hombres,Directores y gerentes,2014,33.48,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
